Item_Name,class,Brand,Weight,Number of units,Size of units,Price,T.Price,Pack,Unit
Rich Bake Toast Normal 500g ,Bakery,Rich Bake,500g,1,,,,كيس,g
LAMAR PINEAPPLE DRINK200M *4R,Soft Drinks & Juices,LAMAR,200ml,1,,,,عبوة,ml
ارز بسمتى,"Rice, Pasta & Pulses",,,1,,,,كيس,
رو بطاطس ملح وفلفل 45-55جم,Chips & Crackers,رو,45-55جم,1,,,,كيس,جم
روستو بقرى بلدى ,Beef & Processed Meat,,,1,,,,عبوة,
باميه بسمه ممتازه 400جم,Vegetables & Fruits,بسمه,400جم,1,,,,كيس,جم
Fresh Farm Beef Burger 1.5kg,Beef & Processed Meat,Fresh Farm,1.5kg,1,,,,عبوة,kg
Egyptian Low Salt Cheese 500g,Dairy & Eggs,,500gm,1,,,,عبوة,gm
جاردينو خل 1ل,"Sauces, Dressings & Condiments",جاردينو,1لتر,1,,,,عبوة,لتر
ريجليز اكسترا علك فراولة 60 حبة,"Chocolates, Sweets & Desserts",اكسترا,60جم,1,,,,عبوة,جم
Imtenan celery parsley herbs 18 F ,Cooking Ingredients,Imtenan,,1,,,,علبة,
كنور معجون طماطم 360 جم,"Tins, Jars & Packets",كنور,360جم,1,,,,عبوة,جم
فاصوليا بيضاء,"Rice, Pasta & Pulses",,,1,,,,كيس,
1 3.07 س بابا غنوج المتين 0.43 3.50,"Tins, Jars & Packets",@@,0.43,1,,3.07,3.5,علبة,
النيل الابيض عيش بلدي  ك 45,Bakery,النيل الابيض,,1,,,,كيس,
زيت ذرة  توب فاليو - 3 لتر ,Cooking Ingredients,توب فاليو,3لتر,1,,,,عبوة,لتر
مفروم لحم بقري بلدي صافي - بالكيلو,Beef & Processed Meat,,كيلو,1,,,,عبوة,كيلو
زيت حبة البركة رسلان 250 مل,Cooking Ingredients,رسلان,250مل,1,,,,عبوة,مل
فوكس شيبسى شطه وليمون 68-75 ج,Chips & Crackers,فوكس,68-75جم,1,,,,كيس,جم
زيتون سلقينى اسود,"Tins, Jars & Packets",,,1,,,,علبة,
Carrefour Frozen Whole Chicken - 1000-1100 Gram,Poultry,Carrefour,1000-1100Gram,1,,,,عبوة,Gram
مياه معدنيه اكوافينا600,Water,اكوافينا600,600مل,1,,,,زجاجة,مل
بيتى تروبيكانا مشروب فخفخينا 235مل,Soft Drinks & Juices,بيتى,235مل,1,,,,عبوة,مل
Sauce Garlic Roasted,"Sauces, Dressings & Condiments",,,1,,,,عبوة,
دساني جالون مياة 19 لتر,Water,دساني,19لتر,1,,,,,لتر
فيتنيس 36ج,Chips & Crackers,فيتنيس,36جم,1,,,,كيس,جم
Deli Sun 10 Pcs Mini Tortillas - 250g ,Bakery,Deli Sun,250g,10,,,,عبوة,g
LAMETNA PASTA SMALL RINGS400G,"Rice, Pasta & Pulses",LAMETNA,400G,1,,,,كيس,G
Wadi Food Whole Kernel Sweet Corn - 400 Gram,"Tins, Jars & Packets",Wadi Food,400gm,1,,,,عبوة,gm
مسحوق 3 ك اوكسي,Cleaning Supplies,اوكسي,3ك,1,,,,عبوة,ك
Choice Cracked Green Olives - 2.5kg,"Tins, Jars & Packets",Choice ,2.5kg,1,,,,عبوة,kg
اللحيمى قشطه فراخ,Poultry,اللحيمى,,1,,,,عبوة,
ميكسى مقرمشات مشكل بطعم جبنة 85 جم,Chips & Crackers,ميكسى,85جم,1,,,,أكياس,جم
حافظه بلاستيك,Furniture,,,1,,,,بلاستيك,
حلواني طحينة 710 جرام,"Sauces, Dressings & Condiments",حلواني,710جرام,1,,,,عبوة,جرام
20*غندور لبان فراولة 8ق,"Chocolates, Sweets & Desserts",غندور,,1,,,,عبوة,
فرازه دبوس دجاج طازج 900جم,Poultry,فرازه,900جم,1,,,,عبوة,جم
علبه 4 قطع كومبو ,Furniture,,,4,,,,علبه,قطع
(1L) Juice,Soft Drinks & Juices,,1L,1,,,,زجاجة,L
فيرى منظف مركز اصلى 650مل,Cleaning Supplies,فيرى,650مل,1,,,,عبوة,مل
شنطه بلاستيك فينزس وسط,Furniture,فينوس,,1,وسط,,,بلاستيك,وسط
بان صغير رانش,Bakery,,,1,,,,كيس,
صوص شيكولاتة دوبيلا - 650مل,"Sauces, Dressings & Condiments",دوبيلا,650مل,1,,,,عبوة,مل
كفتة داوود باشا بلدي ,Beef & Processed Meat,,,1,,,,عبوة,
Breasy Bread Crumbs Spicy 300g,Bakery,Breasy,300g,1,,,,عبوة,g
لمار عصير تفاح 1 لتر,Soft Drinks & Juices,لمار,1لتر,1,,,,زجاجة,لتر
ستينج مشروب طاقه بالفراوله 250م,Soft Drinks & Juices,ستينج,250مل,1,,,,زجاجة,مل
شيبسى بطاطس ملح 78-88جم,Chips & Crackers,شيبسى,78-88جم,1,,,,كيس,جم
توفيت حلوى كريز 47 جم,"Chocolates, Sweets & Desserts",توفيت,47جم,1,,,,,جم
لاكتيل زبادى 170 جم,Dairy & Eggs,لاكتيل,170جم,1,,,,,جم
توفبر حار كوكى كرانشى بانيه ,Poultry,كوكى,,1,,,,عبوة,
أروما بون قهوة سريعة التحضير 50 جم,"Tea, Coffee & Hot Drinks",أروما,50جم,1,,,,علبة,جم
McVitie's Biskrem Duo 36g,Biscuits & Cakes,McVitie's Biskrem,36Gm,1,,,,باكو,Gm
بسكويت بيميو لارج علبه 12,Biscuits & Cakes,بيمبو,,12,لارج,,,علبه,لارج
"نستله مياه فواره باليمون, 360 ملل",Water,نستله,330مل,1,,,,زجاجة,مل
Domty Plas Feta Cheese With Blue Cheese 500gm,Dairy & Eggs,Domty,500gm,1,,,,عبوة,gm
special old Rumy,Dairy & Eggs,,,1,,,,عبوة,
نستله جالون غيار 18.900 لتر,Water,نستله,18.9لتر,1,,,,زجاجة,لتر
سراج زيتون شرائح اسود-اخضر وزن ,"Tins, Jars & Packets",سراج,,1,,,,علبة,
بيتي تروبيكانا عصير برتقال 235 4.95 3 10.95,Soft Drinks & Juices,بيتي,235مل,1,,4.95,4.95,عبوة,مل
Dolphin Solid Tuna Easy Open Tin  - 200 Gram,"Tins, Jars & Packets",Dolphin ,200gram,1,,,,عبوة,gram
فن داى اصابع البسكويت ,Biscuits & Cakes,فن داى,,1,,,,باكو,
بسكو مصر كعك بعين الجمل 1ك,Bakery,بسكو مصر,1ك,1,,,,كيس,ك
علبه ثلاجه ,Disposables & Napkins,,,1,,,,علبه,
فليفلة صفراء 500 جم,"Rice, Pasta & Pulses",,500جم,1,,,,كيس,جم
مكرونة انواع توب فاليو 1كجم	,"Rice, Pasta & Pulses",توب فاليو,1كجم,1,,,,كيس,كجم
حدائق  كاليفورنيا  فاصوليا  بيضا  400GM,"Tins, Jars & Packets",حدائق  كاليفورنيا ,400gm,1,,,,عبوة,gm
بى مياه شرب طبيعى ,Water,بى,,1,,,,زجاجة,
Raw Kettle Cooked Potatoes With Salt 125 Gm,Chips & Crackers,Raw,125Gm,1,,,,كيس,Gm
الدلتا ذرة حب 500 جم,"Rice, Pasta & Pulses",الدلتا,500جم,1,,,,كيس,جم
"3ALTABKHA Tomato Sauce With Onion , garlic and pepper - 375g","Tins, Jars & Packets",3ALTABKHA ,375g,1,,,,علبة,g
خل تفاح توب فاليو - 500 جم,"Sauces, Dressings & Condiments",توب فاليو,500جم,1,,,,عبوة,جم
Anchor unsalted pure new zealand butter 200g,Cooking Ingredients,Anchor,200g,1,,,,عبوة,g
برافو بطاطس شيبس ٦٢-٧٢جم كباب,Chips & Crackers,برافو,62-72جم,1,,,,كيس,جم
ماجيكال جيلى فيلى 25ج,"Chocolates, Sweets & Desserts",ماجيكال,25ج,1,,,,عبوة,ج
Delicious mixed vegetables 400g ,Vegetables & Fruits,Delicious,400gm,1,,,,كيس,gm
RICH-CUISINE-CH-STRIPS HOT 1KG,Poultry,RICH,1KG,1,,,,عبوة,KG
زيتون كلاماتا 250,"Tins, Jars & Packets",,,1,,,,علبة,
Elleheimy Beef Luncheon With Black Pepper 250g Approx. Weight,Beef & Processed Meat,Elleheimy,250gm,1,,,,عبوة,gm
وادى فود زيت زيتون 250ملل,Cooking Ingredients,وادى فود,250مل,1,,,,عبوة,مل
دومتى جبنه موزريلا 1كجم ,Dairy & Eggs,دومتى,1كجم,1,,,,عبوة,كجم
ايطاليانو مكرونه جميع الانواع,"Rice, Pasta & Pulses",ايطاليانو,,1,,,,كيس,
جلاكسى بندق 36جرام,"Chocolates, Sweets & Desserts",جلاكسى,36جم,1,,,,عبوة,جم
Visnage Herb - 50 GM,Cooking Ingredients,,50gm,1,,,,علبة,gm
هاينز كاتشب كاتشي حار 335 جم,"Sauces, Dressings & Condiments",هاينز,335ج,1,,,,,ج
بطاطس تحمير 2.030 6.50 13.20,Vegetables & Fruits,,2.03,1,,6.5,13.2,عبوة,
لافى مياة 1.5 مل 4.00 1 4.00,Water,لافى,1.5لتر,1,,4,4,زجاجة,لتر
كرانشى طماطم عائلى,Chips & Crackers,كرانشى,,1,,,,كيس,
Kinder joy 20g,"Chocolates, Sweets & Desserts",Kinder,20جم,1,,,,عبوة,جم
حليب كامل الدسم لمار - 200مل,Dairy & Eggs,لمار,200مل,1,,,,عبوة,مل
"Sunlight Automatic Powder Detergent, Sea Breeze Fresh - 2.5 kg",Cleaning Supplies,Sunlight,2.5kg,1,,,,عبوة,kg
تي سي بوي تونة قطع حار سهله الفتح، 140 جرام، 140 Gm,"Tins, Jars & Packets",تي سي بوي,140جم,1,,,,عبوة,جم
Temry Chilled Chicken Drumsticks 1kg ,Poultry,Temry,1kg,1,,,,عبوة,kg
Nescafe Gold Decaf Instant Coffee 100g,"Tea, Coffee & Hot Drinks",Nescafe,100جم,1,,,,علبة,جم
توينكيز كيك كريمه 2ق,Biscuits & Cakes,توينكيز,,2,,,,باكو,
ملح الهيمالايا الصخري - ملح خشن - 400جم,Cooking Ingredients,,400جم,1,,,,عبوة,جم
شيتوس بافس عائلى 98-108جرام,Chips & Crackers,شيتوس,98-108جرام,1,,,,كيس,جرام
ريتش بيك توست رده 500جم,Bakery,ريتش بيك,500جم,1,,,,كيس,جم
اوسكار بيض ابيض 30 بيضه,Dairy & Eggs,اوسكار,,30,,,,علبة,
AlMarai Beef Kofta - 25 Pieces,Beef & Processed Meat,AlMarai,,25,,,,عبوة,
سلطة اللحم المطبوخ بالجبن المصري 300 جرام تقريبًا,Bakery,,300جرام,1,,,,كيس,جرام
هاينز شيلى صوص300جم,"Sauces, Dressings & Condiments",هاينز,300جم,1,,,,عبوة,جم
Choice Apple Cider Vinegar – 500 ml,"Sauces, Dressings & Condiments",Choice,500ml,1,,,,عبوة,ml
مياه طبيعيه دسانى 18.9لتر,Water,دسانى,18.9لتر,1,,,,زجاجة,لتر
لمار مشروب اناناس ,Soft Drinks & Juices,لمار,,1,,,,زجاجة,
كادبورى بسكويت سندوتس شيكو 35ج,Biscuits & Cakes,كادبورى,35ج,1,,,,باكو,ج
شيبسى جامبو بالجبنه,Chips & Crackers,شيبسى,,1,,,,كيس,
نسكافيه ظرف,"Tea, Coffee & Hot Drinks",نسكافيه,,1,,,,علبة,
14.50 بيبسى كولا 1:97 ل,Soft Drinks & Juices,بيبسى,1.97ل,1,,14.5,14.5,زجاجة,ل
اطياب لانشون لحم وزن,Beef & Processed Meat,اطياب,,1,,,,عبوة,
بسكويت تيفانى دايجستيف لايت ٤٠ 0%,Biscuits & Cakes,تيفانى دايجستيف,40جم,1,,,,باكو,جم
زجاجه مياه صغيره,Water,,,1,صغيره,,,زجاجه,صغيره
Egy Swiss Minced Meat 350 gm,Beef & Processed Meat,Egy Swiss,350gm,1,,,,عبوة,gm
بنده مسحوق يدوى 1كجم,Cleaning Supplies,بنده,1كجم,1,,,,عبوة,كجم
33.95 20 600ml water Drnk. Nat. Elano,Water,Elano,600ml,20,,33.95,33.95,زجاجة,ml
عيش ,Bakery,,,1,,,,كيس,
كوهن دريسنج بلسميك 250مل,"Sauces, Dressings & Condiments",كوهن,250مل,1,,,,عبوة,مل
ACTIVIA NATURAL YOGHURT 105G,Dairy & Eggs,ACTIVIA,105gm,1,,,,عبوة,gm
المتحده قوانص صافى 500جم فريش,Poultry,المتحده,500جم,1,,,,عبوة,جم
"Fresh Farm Beef Burger, 1.5 Kg",Beef & Processed Meat,Fresh Farm,1.5kg,1,,,,عبوة,kg
ماجى خلطة باشميل ,Cooking Ingredients,ماجى,,1,,,,عبوة,
Top Value Frozen Whole Chicken - 1000/1100g,Poultry,Top Value,1000/1100g,1,,,,عبوة,g
دينا زبادى لايت ١٠٥جم 3.50 2 7.00,Dairy & Eggs,دينا,,2,,3.5,7,عبوة,
دانون 120ج,Dairy & Eggs,دانون,120جرام,1,,,,عبوة,جرام
بيك رولز كبير زيتون,Chips & Crackers,بيك رولز,,1,,,,كيس,
Break Chips Hot Chilli 93-98g,Chips & Crackers,Break,93-98g,1,,,,كيس,g
2بيبسي كانز 330مل,Soft Drinks & Juices,2بيبسي,330مل,1,,,,زجاجة,مل
Ferrero Rocher Chocolate Rocks - 37 grams - 3 Count - 16 Pieces,"Chocolates, Sweets & Desserts",Ferrero,37gm,16,,,,عبوة,gm
لانشون بقري بالبهار شرائح ميتكو - 200جم ,Beef & Processed Meat,ميتكو,200جم,1,,,,عبوة,جم
Carry Cot Red,Vegetables & Fruits,,,1,,,,كيس,
شوكولاته كادبورى ساده,"Chocolates, Sweets & Desserts",كادبورى,,1,,,,عبوة,
ليبتون شاى ناعم 250جرام,"Tea, Coffee & Hot Drinks",ليبتون,250جم,1,,,,عبوة,جم
شيبسى رقائق بطاطس بميكس شيدر,Chips & Crackers,شيبسى,,1,,,,كيس,
THREE CHEFS BEEF KOFTA SHISH 500G,Beef & Processed Meat,THREE CHEFS,500gm,1,,,,عبوة,gm
اطياب تشيكن ستربس 1ك,Poultry,اطياب,1ك,1,,,,عبوة,ك
علبه كمامات ,"Personal care, skin & body care",,,1,,,,علبه,
Ludwik 5 functions dishwasher ,Cleaning Supplies,Ludwik,,1,,,,عبوة,
الملكه لسان عصفور,"Rice, Pasta & Pulses",الملكه,,1,,,,كيس,
كاليفورنيا سردين مغربى بالشطه 125ج,"Tins, Jars & Packets",كاليفورنيا,125ج,1,,,,علبة,ج
بيبسى كانز 355,Soft Drinks & Juices,بيبسى,355مل,1,,,,زجاجة,مل
بيبسي كانز 330 مل,Soft Drinks & Juices,بيبسي,330مل,1,,,,كانز,مل
كوكاكولاكانز جيب 330 مللي        ,Soft Drinks & Juices,كوكاكولا,330مللي        ,1,,,,كانز,مللي        
ريتش كفته ارز 700 جم,"Rice, Pasta & Pulses",ريتش,700جم,1,,,,كيس,جم
Squ Easy Garlic Paste 12g,Cooking Ingredients,Squ Easy,,12,,,,عبوة,
"California Garden Chickpeas, 400 gm","Tins, Jars & Packets",California Garden,400gm,1,,,,عبوة,gm
س مياه طبيعيه زجاج 800م,Water,,800م,1,,,,زجاجة,م
ماجيكل جيلى فروتينو 25 جم,"Chocolates, Sweets & Desserts",ماجيكال,25جم,1,,,,,جم
شويبس 1لتر,Soft Drinks & Juices,شويبس,1لتر,1,,,,زجاجة,لتر
بيور لايف مياه طبيعية ٦٠٠مل 3.00 1 3.00,Water,بيور لايف,600مل,1,,3,3,زجاجة,مل
"فريز بلو هاواي عصير فوار, 275 ملل",Soft Drinks & Juices,فريز,275مل,1,,,,زجاجة,مل
ذرة فيشار العجمى 500جم ,"Rice, Pasta & Pulses",العجمى,500ج,1,,,,كيس,ج
انكور زبده 200ج,Cooking Ingredients,انكور,200جم,1,,,,عبوة,جم
كفته عادى بالوزن,Beef & Processed Meat,,,1,,,,عبوة,
دجاج بانيه روستي - 350 جم,Poultry,روستي,350جم,1,,,,عبوة,جم
الدوار سمنه جاموسى,Bakery,الدوار,,1,,,,كيس,
قهوتي - بن سادة -  سكر زيادة - 12 كيس جاهز للتحضير,"Tea, Coffee & Hot Drinks",قهوتي,,12,,,,عبوة,
Al Doha Black Pepper Shak.230G ,Cooking Ingredients,Al Doha,230G,1,,,,عبوة,G
Rich Bake toast respons 390g ,Bakery,Rich Bake,390g,1,,,,كيس,g
بيور لايف مياه فوارة ليمون ٣٦٠مل 7.95 1 7.95,Water,بيور لايف,360مل,1,,7.95,7.95,زجاجة,مل
توليدو خل ابيض 1لتر ,"Sauces, Dressings & Condiments",توليدو,1لتر,1,,,,عبوة,لتر
هاينز مايونيز ديوباك 285ج,"Sauces, Dressings & Condiments",هاينز,285جم,1,,,,عبوة,جم
Sprinkle Pizza Seasoning - 90 gram,Cooking Ingredients,Sprinkle,90gm,1,,,,عبوة,gm
افينجر علبه فاكيوم,Furniture,,,1,,,,علبه,
شوك بلاستيك 50 فى كيس,Disposables & Napkins,,,50,,,,بلاستيك,كيس
كريم كافيار بلو ماري الأصلي 190 جرام,"Tins, Jars & Packets",بلو ماري,190جم,1,,,,علبة,جم
خبز بلدي هايبروان,Bakery,هايبروان,,1,,,,كيس,
رقائق بطاطس بالكريمه الحامضه,Chips & Crackers,,,1,,,,كيس,
سكريه زجاج ديكاله بالملعقه,Furniture,ديكاله,,1,,,,زجاج,
بسمة شوربة خضار 400 جم ,Vegetables & Fruits,بسمة,400جم,1,,,,كيس,جم
علبه مخلل,"Tins, Jars & Packets",,,1,,,,علبه,
بافاريا بيرة خالي من الكحول تفاح 330 مل,Soft Drinks & Juices,بافاريا,330مل,1,,,,عبوة,مل
مايونيز من هيرمان، 236 جرام,"Sauces, Dressings & Condiments",هيرمان,236جرام,1,,,,عبوة,جرام
دسانى مياه 600م *20,Water,دسانى,600مل,20,,,,كرتونة,مل
Wadi Food Tomato Paste - 3Kg,"Tins, Jars & Packets",Wadi Food,3Kg,1,,,,علبة,Kg
باونتي شوكولاتة تندر بجوز الهند (2 × 28.5 جم) 57 جم,"Chocolates, Sweets & Desserts",باونتي,57جم,2,,,,عبوة,جم
Carrefour Apple Dishwashing Liquid - 675 ml,Cleaning Supplies,Carrefour,675 ml,1,,,,عبوة,ml
شيكولاتة كادبوري ديري ميلك بالأوريو - 95جم - عبوة من 12,"Chocolates, Sweets & Desserts",كادبوري,95جم,12,,,,عبوة,جم
بركه مياه معدنيه 600ML,Water,بركه,600مل,1,,,,زجاجة,مل
ميني باتيه سوسيس,Bakery,,,1,,,,كيس,
HANS INSTANT COFFEE GOLD 20G*6,"Tea, Coffee & Hot Drinks",HANS,20G,6,,,,علبة,G
Al-Ameed coffee light without cardamom 200 g ,"Tea, Coffee & Hot Drinks",Al-Ameed,200g,1,,,,عبوة,g
عصير مانجو سن توب,Soft Drinks & Juices,سن توب,,1,,,,زجاجة,
Milka Oreo Chocolate 100gm,"Chocolates, Sweets & Desserts",Milka,100gm,1,,,,عبوة,gm
المطبخ المصري مكرونه شعريه,"Rice, Pasta & Pulses",المطبخ المصري,,1,,,,كيس,
12*كلا سيك بسكويت  بالزبدة 85ج,Biscuits & Cakes,كلا سيك,85ج,12,,,,باكو,ج
جهينة زبادو توت ب 5.75 1 5.75,Dairy & Eggs,جهينة,,1,,5.75,5.75,زجاجة,
اولكر بسكريم دارك علبه 12 باكو,Biscuits & Cakes,اولكر,,12,,,,علبه,باكو
Lindt Excellence Dark Mint100g ,"Chocolates, Sweets & Desserts",Lindt,100gm,1,,,,عبوة,gm
FARAGELLO MINCED MEAT 750G,Beef & Processed Meat,FARAGELLO,750G,1,,,,عبوة,G
Small Mineral Water ,Water,,,1,,,,زجاجة,
"Trident Gum With Strawberry Sugar Free, 5 Pieces","Chocolates, Sweets & Desserts",Trident,,5,,,,عبوة,
Dasani Mineral Water,Water,Dasani,,1,,,,زجاجة,
دبابيس دجاج حلواني حارة - 700جم,Poultry,حلواني,700جرام,1,,,,عبوة,جرام
LOACKER CREME NOISETTE WAFER 21G,Biscuits & Cakes,LOACKER,21جم,1,,,,باكو,جم
صدور فراخ بالعظم,Poultry,,,1,,,,عبوة,
نسكافية نستلة كلاسيك1.8جم*25ظرف,"Tea, Coffee & Hot Drinks",نسكافية,,25,,,,عبوة,
فلوتس شوكلاته ساده 22.5,"Chocolates, Sweets & Desserts",فلوتس,22.5جم,1,,,,عبوة,جم
"Spinneys Big Rings Pasta, 350 Gm","Rice, Pasta & Pulses",Spinneys,350 Gm,1,,,,كيس,Gm
كبدة مستوردة بالوزن اسكندراني,Beef & Processed Meat,,,1,,,,عبوة,
اولكر بسكريم بسكو,Biscuits & Cakes,اولكر,,1,,,,,
بيك رولز بمكس جبن - 103جم - عبوة من 12,Chips & Crackers,بيك رولز,103جم,12,,,,كيس,جم
sm 1 cheetos,Chips & Crackers,cheetos,,1,,,,كيس,
عيش قرص باللبن الفلاحى شامى كبير,Bakery,,,1,,,,كيس,
شيخون بوليف,"Tins, Jars & Packets",شيخون,,1,,,,علبة,
soft Drink -Bistro,Soft Drinks & Juices,,,1,,,,زجاجة,
شكولاته طبخ ساده,"Chocolates, Sweets & Desserts",,,1,,,,عبوة,
رومى الهوارى كافيار  بالحروف,Poultry,,,1,,,,عبوة,
دومتي  بيور بسطرمة ,Beef & Processed Meat,دومتي,,1,,,,عبوة,
Heinz Tomato Paste - 360 gram,"Tins, Jars & Packets",Heinz ,360gram,1,,,,عبوة,gram
الادهم فلفل ابيض 30جم,Cooking Ingredients,الادهم,30جم,1,,,,عبوة,جم
Small Rings Pasta 1kg Single ,"Rice, Pasta & Pulses",,1kg,1,,,,كيس,kg
Meatland Beef Burger - 25 Pieces,Beef & Processed Meat,Meatland,,25,,,,عبوة,
Pepsi تلج دايت,Soft Drinks & Juices,Pepsi,,1,,,,زجاجة,
